"","gene","gene_id","description","class","seq_type","chromosome","start_position","stop_position","feature_length","product_length","strand","locus_tag","note","genomic_accession","product_accession"
"5170","LOC102159434",102159434,NA,"lncRNA","chromosome","3",3547515,3552591,5077,NA,1,NA,NA,"NC_010445.4",NA
"5171","FOXK1",100739684,NA,"protein_coding","chromosome","3",3556139,3621150,65012,NA,1,NA,NA,"NC_010445.4",NA
"5172","AP5Z1",100513142,"adaptor related protein complex 5 zeta 1 subunit","protein_coding","chromosome","3",3622684,3642370,19687,NA,1,NA,NA,"NC_010445.4",NA
"5173","RADIL",100511556,NA,"protein_coding","chromosome","3",3642294,3716139,73846,NA,-1,NA,NA,"NC_010445.4",NA
"5174","PAPOLB",100511746,NA,"protein_coding","chromosome","3",3696416,3700986,4571,NA,-1,NA,NA,"NC_010445.4",NA
"5175","MMD2",100512096,NA,"protein_coding","chromosome","3",3728126,3782605,54480,NA,-1,NA,NA,"NC_010445.4",NA
"5176","LOC110259839",110259839,NA,"lncRNA","chromosome","3",3743660,3744037,378,NA,1,NA,NA,"NC_010445.4",NA
"5177","LOC100512593",100512593,NA,"lncRNA","chromosome","3",3775384,3779962,4579,NA,1,NA,NA,"NC_010445.4",NA
"5178","WIPI2",100462759,"WD repeat domain, phosphoinositide interacting 2","protein_coding","chromosome","3",3800170,3830973,30804,NA,1,NA,NA,"NC_010445.4",NA
"5179","SLC29A4",100624843,NA,"protein_coding","chromosome","3",3854466,3879117,24652,NA,1,NA,NA,"NC_010445.4",NA
"5180","TNRC18",100515017,NA,"protein_coding","chromosome","3",3901710,3996198,94489,NA,-1,NA,NA,"NC_010445.4",NA
"5181","LOC110259840",110259840,NA,"lncRNA","chromosome","3",3940945,3945666,4722,NA,1,NA,NA,"NC_010445.4",NA
"5182","LOC110260072",110260072,NA,"protein_coding","chromosome","3",3993681,3999408,5728,NA,-1,NA,NA,"NC_010445.4",NA
"5183","LOC106509619",106509619,NA,"lncRNA","chromosome","3",4006615,4012308,5694,NA,1,NA,NA,"NC_010445.4",NA
"5184","FBXL18",100515369,NA,"protein_coding","chromosome","3",4031784,4079605,47822,NA,-1,NA,NA,"NC_010445.4",NA
"5185","ACTB",414396,NA,"protein_coding","chromosome","3",4084275,4090383,6109,NA,-1,NA,NA,"NC_010445.4",NA
"5186","LOC106509620",106509620,NA,"lncRNA","chromosome","3",4090496,4097601,7106,NA,1,NA,NA,"NC_010445.4",NA
"5187","LOC102161175",102161175,NA,"lncRNA","chromosome","3",4104293,4110645,6353,NA,-1,NA,NA,"NC_010445.4",NA
"5188","LOC106509624",106509624,NA,"lncRNA","chromosome","3",4113677,4124237,10561,NA,1,NA,NA,"NC_010445.4",NA
"5189","FSCN1",100286741,"fascin actin-bundling protein 1","protein_coding","chromosome","3",4134173,4143275,9103,NA,1,NA,"partial","NC_010445.4",NA
"5190","RNF216",100625422,NA,"protein_coding","chromosome","3",4158447,4329458,171012,NA,-1,NA,NA,"NC_010445.4",NA
"5191","LOC106509622",106509622,NA,"lncRNA","chromosome","3",4229012,4243842,14831,NA,1,NA,NA,"NC_010445.4",NA
"5192","LOC100520903",100520903,NA,"protein_coding","chromosome","3",4362875,4388568,25694,NA,1,NA,NA,"NC_010445.4",NA
"5193","LOC110259841",110259841,NA,"lncRNA","chromosome","3",4371080,4373203,2124,NA,-1,NA,NA,"NC_010445.4",NA
"5194","LOC106509013",106509013,NA,"lncRNA","chromosome","3",4373200,4381052,7853,NA,-1,NA,NA,"NC_010445.4",NA
"5195","LOC100738112",100738112,NA,"protein_coding","chromosome","3",4391297,4417117,25821,NA,-1,NA,NA,"NC_010445.4",NA
"5196","RBAK",100620178,NA,"protein_coding","chromosome","3",4422481,4439943,17463,NA,-1,NA,NA,"NC_010445.4",NA
"5197","LOC100520556",100520556,NA,"protein_coding","chromosome","3",4441881,4448524,6644,NA,-1,NA,NA,"NC_010445.4",NA
"5198","ZNF12",100520374,NA,"protein_coding","chromosome","3",4455011,4470747,15737,NA,1,NA,NA,"NC_010445.4",NA
"5199","LOC102160627",102160627,NA,"lncRNA","chromosome","3",4467890,4531254,63365,NA,-1,NA,NA,"NC_010445.4",NA
"5200","LOC100520018",100520018,NA,"pseudogene","chromosome","3",4514930,4519475,4546,NA,-1,NA,"pseudo","NC_010445.4",NA
"5201","ZNF316",100738074,NA,"protein_coding","chromosome","3",4552543,4569593,17051,NA,-1,NA,NA,"NC_010445.4",NA
"5202","ZNF853",110259842,NA,"protein_coding","chromosome","3",4585474,4592434,6961,NA,-1,NA,NA,"NC_010445.4",NA
"5203","C3H7orf26",100620080,NA,"protein_coding","chromosome","3",4610701,4626973,16273,NA,-1,NA,NA,"NC_010445.4",NA
"5204","ZDHHC4",102164641,NA,"lncRNA","chromosome","3",4628295,4643742,15448,NA,-1,NA,NA,"NC_010445.4",NA
"5205","LOC110259843",110259843,NA,"lncRNA","chromosome","3",4643837,4667198,23362,NA,1,NA,NA,"NC_010445.4",NA
"5206","GRID2IP",110259844,NA,"protein_coding","chromosome","3",4667282,4699821,32540,NA,1,NA,NA,"NC_010445.4",NA
"5207","KDELR2",100625446,NA,"protein_coding","chromosome","3",4716651,4735303,18653,NA,1,NA,NA,"NC_010445.4",NA
"5208","DAGLB",100627176,NA,"protein_coding","chromosome","3",4741882,4779210,37329,NA,1,NA,NA,"NC_010445.4",NA
"5209","RAC1",100627149,"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)","protein_coding","chromosome","3",4781776,4803510,21735,NA,-1,NA,NA,"NC_010445.4",NA
"5210","LOC110260073",110260073,NA,"protein_coding","chromosome","3",4821544,4848691,27148,NA,1,NA,NA,"NC_010445.4",NA
"5211","CYTH3",110259845,NA,"protein_coding","chromosome","3",4900575,5002201,101627,NA,1,NA,NA,"NC_010445.4",NA
"5212","USP42",100515534,NA,"lncRNA","chromosome","3",5002406,5048327,45922,NA,-1,NA,NA,"NC_010445.4",NA
"5213","EIF2AK1",100514518,NA,"protein_coding","chromosome","3",5075026,5113390,38365,NA,1,NA,NA,"NC_010445.4",NA
"5214","ANKRD61",102162657,NA,"protein_coding","chromosome","3",5097791,5102259,4469,NA,-1,NA,NA,"NC_010445.4",NA
"5215","AIMP2",100514707,"aminoacyl tRNA synthetase complex interacting multifunctional protein 2","protein_coding","chromosome","3",5109617,5117919,8303,NA,-1,NA,NA,"NC_010445.4",NA
"5216","PMS2",100514342,NA,"protein_coding","chromosome","3",5118002,5145634,27633,NA,1,NA,NA,"NC_010445.4",NA
"5217","LOC100516852",100516852,NA,"protein_coding","chromosome","3",5146666,5199589,52924,NA,1,NA,NA,"NC_010445.4",NA
"5218","CCZ1",100513979,NA,"protein_coding","chromosome","3",5201228,5228594,27367,NA,-1,NA,NA,"NC_010445.4",NA
"5219","LOC102163639",102163639,NA,"lncRNA","chromosome","3",5228583,5230290,1708,NA,1,NA,NA,"NC_010445.4",NA
"5220","LOC100516001",100516001,NA,"protein_coding","chromosome","3",5239438,5245329,5892,NA,-1,NA,NA,"NC_010445.4",NA
"5221","LOC106509627",106509627,NA,"lncRNA","chromosome","3",5266085,5281519,15435,NA,-1,NA,NA,"NC_010445.4",NA
"5222","LMTK2",100521078,NA,"protein_coding","chromosome","3",5322238,5409223,86986,NA,1,NA,NA,"NC_010445.4",NA
"5223","BHLHA15",100626975,NA,"protein_coding","chromosome","3",5410467,5414074,3608,NA,1,NA,NA,"NC_010445.4",NA
"5224","TECPR1",100521257,NA,"protein_coding","chromosome","3",5414071,5442953,28883,NA,-1,NA,NA,"NC_010445.4",NA
"5225","LOC110259846",110259846,NA,"lncRNA","chromosome","3",5431234,5438069,6836,NA,1,NA,NA,"NC_010445.4",NA
"5226","BRI3",100627181,NA,"protein_coding","chromosome","3",5463609,5471398,7790,NA,1,NA,NA,"NC_010445.4",NA
"5227","BAIAP2L1",100521439,NA,"protein_coding","chromosome","3",5472305,5567926,95622,NA,-1,NA,NA,"NC_010445.4",NA
"5228","LOC110259847",110259847,NA,"lncRNA","chromosome","3",5580695,5588313,7619,NA,1,NA,NA,"NC_010445.4",NA
"5229","LOC106509631",106509631,NA,"lncRNA","chromosome","3",5598594,5610461,11868,NA,-1,NA,NA,"NC_010445.4",NA
"5230","LOC106509632",106509632,NA,"lncRNA","chromosome","3",5610744,5620644,9901,NA,1,NA,NA,"NC_010445.4",NA
"5231","NPTX2",100521613,NA,"protein_coding","chromosome","3",5720686,5732458,11773,NA,1,NA,NA,"NC_010445.4",NA
"5232","LOC110259848",110259848,NA,"lncRNA","chromosome","3",5842780,5850403,7624,NA,1,NA,NA,"NC_010445.4",NA
"5233","LOC110260074",110260074,NA,"protein_coding","chromosome","3",5852159,5854982,2824,NA,1,NA,NA,"NC_010445.4",NA
"5234","LOC110259849",110259849,NA,"lncRNA","chromosome","3",5855029,5859342,4314,NA,1,NA,NA,"NC_010445.4",NA
"5235","TMEM130",100517935,NA,"protein_coding","chromosome","3",5887025,5904524,17500,NA,-1,NA,NA,"NC_010445.4",NA
"5236","TRRAP",106509633,NA,"protein_coding","chromosome","3",5903205,6029343,126139,NA,1,NA,NA,"NC_010445.4",NA
"5237","SMURF1",100621443,NA,"protein_coding","chromosome","3",6037732,6142569,104838,NA,-1,NA,NA,"NC_010445.4",NA
"5238","LOC110259850",110259850,NA,"pseudogene","chromosome","3",6129158,6129614,457,NA,1,NA,"pseudo","NC_010445.4",NA
"5239","KPNA7",100302505,"karyopherin subunit alpha 7","protein_coding","chromosome","3",6167382,6201282,33901,NA,-1,NA,NA,"NC_010445.4",NA
"5240","LOC102160349",102160349,NA,"protein_coding","chromosome","3",6227891,6278790,50900,NA,1,NA,NA,"NC_010445.4",NA
"5241","LOC110259851",110259851,NA,"lncRNA","chromosome","3",6293529,6296245,2717,NA,-1,NA,NA,"NC_010445.4",NA
"5242","ARPC1A",100174963,"actin related protein 2/3 complex subunit 1A","protein_coding","chromosome","3",6296257,6324526,28270,NA,1,NA,NA,"NC_010445.4",NA
"5243","ARPC1B",100174964,"actin related protein 2/3 complex subunit 1B","protein_coding","chromosome","3",6329737,6342641,12905,NA,1,NA,NA,"NC_010445.4",NA
"5244","PDAP1",100519301,NA,"protein_coding","chromosome","3",6342548,6355213,12666,NA,-1,NA,NA,"NC_010445.4",NA
"5245","BUD31",100520297,NA,"protein_coding","chromosome","3",6355249,6361211,5963,NA,1,NA,NA,"NC_010445.4",NA
"5246","PTCD1",102160620,NA,"protein_coding","chromosome","3",6360713,6374180,13468,NA,-1,NA,NA,"NC_010445.4",NA
"5247","CPSF4",100518830,NA,"protein_coding","chromosome","3",6374346,6388662,14317,NA,1,NA,NA,"NC_010445.4",NA
"5248","ATP5J2",100037979,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2","protein_coding","chromosome","3",6389338,6396960,7623,NA,-1,NA,NA,"NC_010445.4",NA
"5249","LOC100522670",100522670,NA,"protein_coding","chromosome","3",6407623,6433111,25489,NA,1,NA,NA,"NC_010445.4",NA
"5250","TRNAW-CCA",110260149,NA,"tRNA","chromosome","3",6408333,6408404,72,NA,1,NA,NA,"NC_010445.4",NA
"5251","LOC110255274",110255274,NA,"pseudogene","chromosome","3",6416456,6421729,5274,NA,1,NA,"pseudo","NC_010445.4",NA
"5252","MIR9796",104796079,"microRNA 9796","miRNA","chromosome","3",6437239,6437330,92,NA,-1,NA,NA,"NC_010445.4",NA
"5253","LOC106509641",106509641,NA,"lncRNA","chromosome","3",6437511,6439868,2358,NA,1,NA,NA,"NC_010445.4",NA
"5254","ZKSCAN5",100522312,NA,"protein_coding","chromosome","3",6442315,6464718,22404,NA,1,NA,NA,"NC_010445.4",NA
"5255","LOC102167796",102167796,NA,"lncRNA","chromosome","3",6467330,6469242,1913,NA,1,NA,NA,"NC_010445.4",NA
"5256","ZNF789",100519827,NA,"protein_coding","chromosome","3",6468709,6481537,12829,NA,-1,NA,NA,"NC_010445.4",NA
"5257","FAM200A",106509639,NA,"protein_coding","chromosome","3",6493034,6500017,6984,NA,-1,NA,NA,"NC_010445.4",NA
"5258","ZNF655",100519015,NA,"protein_coding","chromosome","3",6504699,6521051,16353,NA,1,NA,NA,"NC_010445.4",NA
"5259","LOC106508762",106508762,NA,"protein_coding","chromosome","3",6525994,6546106,20113,NA,1,NA,NA,"NC_010445.4",NA
"5260","LOC110259854",110259854,NA,"lncRNA","chromosome","3",6543846,6547842,3997,NA,-1,NA,NA,"NC_010445.4",NA
"5261","TMEM225B",102161487,NA,"protein_coding","chromosome","3",6548011,6564364,16354,NA,1,NA,NA,"NC_010445.4",NA
"5262","ZSCAN25",110259853,NA,"protein_coding","chromosome","3",6563495,6583370,19876,NA,1,NA,NA,"NC_010445.4",NA
"5263","LOC110259855",110259855,NA,"lncRNA","chromosome","3",6585837,6589384,3548,NA,1,NA,NA,"NC_010445.4",NA
"5264","LOC110260127",110260127,NA,"protein_coding","chromosome","3",6591755,6594516,2762,NA,-1,NA,NA,"NC_010445.4",NA
"5265","CYP3A22",100144468,"cytochrome P450, subfamily IIIA, polypeptide 22","protein_coding","chromosome","3",6617256,6665179,47924,NA,1,NA,NA,"NC_010445.4",NA
"5266","CYP3A46",100126281,"cytochrome P450 3A46","protein_coding","chromosome","3",6677911,6709855,31945,NA,1,NA,NA,"NC_010445.4",NA
"5267","CYP3A29",403324,"cytochrome P450 3A29","protein_coding","chromosome","3",6738502,6778121,39620,NA,1,NA,NA,"NC_010445.4",NA
"5268","LOC110259856",110259856,NA,"protein_coding","chromosome","3",6789728,6819556,29829,NA,1,NA,NA,"NC_010445.4",NA
"5269","LOC110259858",110259858,NA,"lncRNA","chromosome","3",6840607,6844166,3560,NA,1,NA,NA,"NC_010445.4",NA
"5270","LOC110259857",110259857,NA,"protein_coding","chromosome","3",6860202,6888365,28164,NA,1,NA,NA,"NC_010445.4",NA
"5271","FOPNL",100621608,NA,"protein_coding","chromosome","3",6977195,6996024,18830,NA,1,NA,NA,"NC_010445.4",NA
"5272","MYH11",100627924,NA,"protein_coding","chromosome","3",7002667,7143093,140427,NA,1,NA,NA,"NC_010445.4",NA
"5273","LOC110259859",110259859,NA,"lncRNA","chromosome","3",7128287,7129459,1173,NA,-1,NA,NA,"NC_010445.4",NA
"5274","NDE1",100621632,NA,"protein_coding","chromosome","3",7145094,7174691,29598,NA,-1,NA,NA,"NC_010445.4",NA
"5275","LOC110259860",110259860,NA,"lncRNA","chromosome","3",7179260,7180634,1375,NA,-1,NA,NA,"NC_010445.4",NA
"5276","MARF1",100623617,NA,"protein_coding","chromosome","3",7180762,7228229,47468,NA,1,NA,NA,"NC_010445.4",NA
"5277","LOC110259861",110259861,NA,"lncRNA","chromosome","3",7228679,7240909,12231,NA,-1,NA,NA,"NC_010445.4",NA
"5278","C3H16orf45",100622402,NA,"protein_coding","chromosome","3",7248806,7387523,138718,NA,-1,NA,NA,"NC_010445.4",NA
"5279","MPV17L",100622474,NA,"protein_coding","chromosome","3",7423083,7441583,18501,NA,-1,NA,NA,"NC_010445.4",NA
"5280","PDXDC1",100622608,NA,"protein_coding","chromosome","3",7465274,7520681,55408,NA,1,NA,NA,"NC_010445.4",NA
"5281","NTAN1",397107,"N-terminal asparagine amidase","protein_coding","chromosome","3",7520771,7535423,14653,NA,-1,NA,"partial","NC_010445.4",NA
"5282","RRN3",100624003,NA,"protein_coding","chromosome","3",7537131,7571990,34860,NA,-1,NA,NA,"NC_010445.4",NA
"5283","LOC110259862",110259862,NA,"protein_coding","chromosome","3",7584024,7623253,39230,NA,-1,NA,NA,"NC_010445.4",NA
"5284","LOC110259863",110259863,NA,"pseudogene","chromosome","3",7594241,7594809,569,NA,-1,NA,"pseudo","NC_010445.4",NA
"5285","LOC110259864",110259864,NA,"protein_coding","chromosome","3",7623326,7641061,17736,NA,1,NA,NA,"NC_010445.4",NA
"5286","LOC110259865",110259865,NA,"lncRNA","chromosome","3",7639976,7640968,993,NA,-1,NA,NA,"NC_010445.4",NA
"5287","LOC106509687",106509687,NA,"protein_coding","chromosome","3",7643567,7647852,4286,NA,-1,NA,NA,"NC_010445.4",NA
"5288","LOC102164141",102164141,NA,"protein_coding","chromosome","3",7666792,7673352,6561,NA,1,NA,NA,"NC_010445.4",NA
"5289","LOC100523238",100523238,NA,"protein_coding","chromosome","3",7678924,7679886,963,NA,1,NA,NA,"NC_010445.4",NA
"5290","LOC102164353",102164353,NA,"protein_coding","chromosome","3",7683777,7693554,9778,NA,-1,NA,NA,"NC_010445.4",NA
"5291","LOC100524140",100524140,NA,"protein_coding","chromosome","3",7713894,7714856,963,NA,1,NA,NA,"NC_010445.4",NA
"5292","LOC100524490",100524490,NA,"protein_coding","chromosome","3",7732946,7733908,963,NA,1,NA,NA,"NC_010445.4",NA
"5293","LOC102164877",102164877,NA,"protein_coding","chromosome","3",7738159,7765821,27663,NA,-1,NA,NA,"NC_010445.4",NA
"5294","LOC100524855",100524855,NA,"protein_coding","chromosome","3",7768264,7769260,997,NA,1,NA,NA,"NC_010445.4",NA
"5295","LOC102165130",102165130,NA,"pseudogene","chromosome","3",7774952,7775859,908,NA,-1,NA,"pseudo","NC_010445.4",NA
"5296","LOC102165242",102165242,NA,"protein_coding","chromosome","3",7782377,7792604,10228,NA,1,NA,NA,"NC_010445.4",NA
"5297","LOC110259866",110259866,NA,"protein_coding","chromosome","3",7802412,7806228,3817,NA,-1,NA,NA,"NC_010445.4",NA
"5298","TRIM4",100525393,NA,"protein_coding","chromosome","3",7815188,7837587,22400,NA,-1,NA,NA,"NC_010445.4",NA
"5299","LOC110259868",110259868,NA,"lncRNA","chromosome","3",7837654,7839654,2001,NA,1,NA,NA,"NC_010445.4",NA
"5300","GJC3",100525215,NA,"protein_coding","chromosome","3",7843398,7849864,6467,NA,-1,NA,NA,"NC_010445.4",NA
"5301","AZGP1",100519648,NA,"protein_coding","chromosome","3",7867521,7874857,7337,NA,1,NA,NA,"NC_010445.4",NA
"5302","LOC110259869",110259869,NA,"lncRNA","chromosome","3",7877994,7889184,11191,NA,1,NA,NA,"NC_010445.4",NA
"5303","ZKSCAN1",102162731,NA,"protein_coding","chromosome","3",7920640,7959462,38823,NA,1,NA,NA,"NC_010445.4",NA
"5304","ZNF3",100518654,NA,"protein_coding","chromosome","3",7971917,7982693,10777,NA,-1,NA,NA,"NC_010445.4",NA
"5305","LOC110259870",110259870,NA,"lncRNA","chromosome","3",7982841,7999895,17055,NA,1,NA,NA,"NC_010445.4",NA
"5306","COPS6",100125954,"COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)","protein_coding","chromosome","3",8002702,8005545,2844,NA,1,NA,"partial","NC_010445.4",NA
"5307","MCM7",110259871,NA,"protein_coding","chromosome","3",8005890,8014047,8158,NA,-1,NA,NA,"NC_010445.4",NA
"5308","AP4M1",110259873,NA,"protein_coding","chromosome","3",8013701,8017701,4001,NA,1,NA,NA,"NC_010445.4",NA
"5309","TAF6",110259872,NA,"protein_coding","chromosome","3",8017675,8026982,9308,NA,-1,NA,NA,"NC_010445.4",NA
"5310","CNPY4",110259876,NA,"protein_coding","chromosome","3",8026997,8031685,4689,NA,1,NA,NA,"NC_010445.4",NA
"5311","MBLAC1",110259874,NA,"protein_coding","chromosome","3",8029776,8033492,3717,NA,1,NA,NA,"NC_010445.4",NA
"5312","LOC100514951",100514951,NA,"protein_coding","chromosome","3",8045304,8061902,16599,NA,-1,NA,NA,"NC_010445.4",NA
"5313","LOC100627617",100627617,NA,"pseudogene","chromosome","3",8052335,8055525,3191,NA,-1,NA,"pseudo","NC_010445.4",NA
"5314","LOC100525914",100525914,NA,"pseudogene","chromosome","3",8079007,8080810,1804,NA,-1,NA,"pseudo","NC_010445.4",NA
"5315","LOC110255267",110255267,NA,"protein_coding","chromosome","3",8090848,8101184,10337,NA,-1,NA,NA,"NC_010445.4",NA
"5316","LOC110259877",110259877,NA,"protein_coding","chromosome","3",8114146,8120050,5905,NA,-1,NA,NA,"NC_010445.4",NA
"5317","LAMTOR4",100526100,NA,"protein_coding","chromosome","3",8119338,8171790,52453,NA,1,NA,NA,"NC_010445.4",NA
"5318","C3H7orf43",100510955,NA,"protein_coding","chromosome","3",8158062,8162738,4677,NA,-1,NA,NA,"NC_010445.4",NA
"5319","GAL3ST4",100511123,NA,"protein_coding","chromosome","3",8162909,8168810,5902,NA,-1,NA,NA,"NC_010445.4",NA
"5320","GPC2",100511316,NA,"protein_coding","chromosome","3",8169229,8175848,6620,NA,-1,NA,NA,"NC_010445.4",NA
"5321","STAG3",100515304,NA,"protein_coding","chromosome","3",8175908,8211898,35991,NA,1,NA,NA,"NC_010445.4",NA
"5322","PVRIG",100512708,"poliovirus receptor related immunoglobulin domain containing","protein_coding","chromosome","3",8230311,8232840,2530,NA,1,NA,NA,"NC_010445.4",NA
"5323","PILRA",100515653,NA,"protein_coding","chromosome","3",8305774,8322733,16960,NA,1,NA,NA,"NC_010445.4",NA
"5324","LOC110259880",110259880,NA,"pseudogene","chromosome","3",8313088,8316850,3763,NA,1,NA,"pseudo","NC_010445.4",NA
"5325","ZCWPW1",100513075,NA,"protein_coding","chromosome","3",8318683,8356195,37513,NA,-1,NA,NA,"NC_010445.4",NA
"5326","MEPCE",100513274,NA,"protein_coding","chromosome","3",8356602,8361798,5197,NA,1,NA,NA,"NC_010445.4",NA
"5327","PPP1R35",100513464,NA,"protein_coding","chromosome","3",8363005,8378351,15347,NA,-1,NA,NA,"NC_010445.4",NA
"5328","LOC110259879",110259879,NA,"protein_coding","chromosome","3",8388438,8390868,2431,NA,-1,NA,NA,"NC_010445.4",NA
"5329","LOC100514038",100514038,NA,"protein_coding","chromosome","3",8390945,8406240,15296,NA,-1,NA,NA,"NC_010445.4",NA
"5330","LOC110260075",110260075,NA,"protein_coding","chromosome","3",8405227,8406450,1224,NA,1,NA,NA,"NC_010445.4",NA
"5331","NYAP1",100514396,NA,"protein_coding","chromosome","3",8408698,8418499,9802,NA,1,NA,NA,"NC_010445.4",NA
"5332","AGFG2",100514569,NA,"protein_coding","chromosome","3",8468049,8490849,22801,NA,1,NA,NA,"NC_010445.4",NA
"5333","LOC106509647",106509647,NA,"lncRNA","chromosome","3",8482579,8495162,12584,NA,-1,NA,NA,"NC_010445.4",NA
"5334","LOC100515824",100515824,NA,"protein_coding","chromosome","3",8494536,8497349,2814,NA,1,NA,NA,"NC_010445.4",NA
"5335","SAP25",100514758,NA,"protein_coding","chromosome","3",8497449,8500546,3098,NA,-1,NA,NA,"NC_010445.4",NA
"5336","LRCH4",100516002,NA,"protein_coding","chromosome","3",8497456,8511361,13906,NA,-1,NA,NA,"NC_010445.4",NA
"5337","FBXO24",100627436,NA,"protein_coding","chromosome","3",8511426,8528743,17318,NA,1,NA,NA,"NC_010445.4",NA
"5338","PCOLCE",100627524,NA,"protein_coding","chromosome","3",8523455,8528749,5295,NA,1,NA,NA,"NC_010445.4",NA
"5339","MOSPD3",100337680,"motile sperm domain containing 3","protein_coding","chromosome","3",8531745,8533828,2084,NA,1,NA,"partial","NC_010445.4",NA
"5340","TFR2",100517580,NA,"protein_coding","chromosome","3",8539316,8553993,14678,NA,-1,NA,NA,"NC_010445.4",NA
"5341","ACTL6B",100516853,NA,"protein_coding","chromosome","3",8554322,8568774,14453,NA,-1,NA,NA,"NC_010445.4",NA
"5342","GNB2",100516546,NA,"protein_coding","chromosome","3",8579037,8585268,6232,NA,1,NA,NA,"NC_010445.4",NA
"5343","GIGYF1",100620395,NA,"protein_coding","chromosome","3",8584546,8600126,15581,NA,-1,NA,NA,"NC_010445.4",NA
"5344","LOC110260076",110260076,NA,"protein_coding","chromosome","3",8599626,8608704,9079,NA,-1,NA,NA,"NC_010445.4",NA
"5345","POP7",100627239,NA,"protein_coding","chromosome","3",8607531,8609391,1861,NA,1,NA,NA,"NC_010445.4",NA
"5346","EPO",397249,"erythropoietin","protein_coding","chromosome","3",8620508,8622936,2429,NA,1,NA,NA,"NC_010445.4",NA
"5347","LOC106509649",106509649,NA,"lncRNA","chromosome","3",8636140,8638338,2199,NA,-1,NA,NA,"NC_010445.4",NA
"5348","ZAN",397676,"zonadhesin","protein_coding","chromosome","3",8638422,8668881,30460,NA,1,NA,NA,"NC_010445.4",NA
"5349","EPHB4",100517028,NA,"protein_coding","chromosome","3",8671052,8689778,18727,NA,-1,NA,NA,"NC_010445.4",NA
"5350","SLC12A9",100620697,NA,"protein_coding","chromosome","3",8696593,8712904,16312,NA,1,NA,NA,"NC_010445.4",NA
"5351","TRIP6",100620791,NA,"protein_coding","chromosome","3",8713221,8716891,3671,NA,1,NA,NA,"NC_010445.4",NA
"5352","SRRT",100620890,NA,"protein_coding","chromosome","3",8717782,8731204,13423,NA,1,NA,NA,"NC_010445.4",NA
"5353","UFSP1",100620991,NA,"protein_coding","chromosome","3",8731271,8732289,1019,NA,-1,NA,NA,"NC_010445.4",NA
"5354","ACHE",100621099,NA,"protein_coding","chromosome","3",8732451,8738274,5824,NA,-1,NA,NA,"NC_010445.4",NA
"5355","LOC110259881",110259881,NA,"lncRNA","chromosome","3",8737339,8762705,25367,NA,1,NA,NA,"NC_010445.4",NA
"5356","LOC110260077",110260077,NA,"protein_coding","chromosome","3",8769838,8774493,4656,NA,1,NA,NA,"NC_010445.4",NA
"5357","LOC110260078",110260078,NA,"protein_coding","chromosome","3",8774529,8777305,2777,NA,-1,NA,NA,"NC_010445.4",NA
"5358","LOC110259882",110259882,NA,"protein_coding","chromosome","3",8779630,8782594,2965,NA,1,NA,NA,"NC_010445.4",NA
"5359","LOC110259883",110259883,NA,"protein_coding","chromosome","3",8783016,8787495,4480,NA,1,NA,NA,"NC_010445.4",NA
"5360","LOC110259884",110259884,NA,"lncRNA","chromosome","3",8783139,8785155,2017,NA,-1,NA,NA,"NC_010445.4",NA
"5361","LOC110259885",110259885,NA,"lncRNA","chromosome","3",8787454,8790749,3296,NA,-1,NA,NA,"NC_010445.4",NA
"5362","MUC12",100286744,NA,"protein_coding","chromosome","3",8795745,8806798,11054,NA,1,NA,NA,"NC_010445.4",NA
"5363","TRIM56",110259886,NA,"protein_coding","chromosome","3",8834260,8842524,8265,NA,1,NA,NA,"NC_010445.4",NA
"5364","LOC110259888",110259888,NA,"lncRNA","chromosome","3",8856164,8881764,25601,NA,-1,NA,NA,"NC_010445.4",NA
"5365","SERPINE1",396945,"serpin family E member 1","protein_coding","chromosome","3",8863738,8871572,7835,NA,1,NA,"partial","NC_010445.4",NA
"5366","AP1S1",100624239,NA,"protein_coding","chromosome","3",8880993,8887806,6814,NA,1,NA,NA,"NC_010445.4",NA
"5367","VGF",110259887,NA,"protein_coding","chromosome","3",8888502,8891399,2898,NA,-1,NA,NA,"NC_010445.4",NA
"5368","LOC106508543",106508543,NA,"protein_coding","chromosome","3",8902980,8907125,4146,NA,-1,NA,NA,"NC_010445.4",NA
"5369","LOC100624333",100624333,NA,"protein_coding","chromosome","3",8907154,8909152,1999,NA,-1,NA,NA,"NC_010445.4",NA
"5370","PLOD3",100624420,NA,"protein_coding","chromosome","3",8911787,8919525,7739,NA,-1,NA,NA,"NC_010445.4",NA
"5371","ZNHIT1",102163666,NA,"protein_coding","chromosome","3",8918873,8926595,7723,NA,1,NA,NA,"NC_010445.4",NA
"5372","CLDN15",100302018,"claudin 15","protein_coding","chromosome","3",8931099,8937189,6091,NA,-1,NA,NA,"NC_010445.4",NA
"5373","FIS1",100622909,NA,"protein_coding","chromosome","3",8938250,8942102,3853,NA,-1,NA,NA,"NC_010445.4",NA
"5374","LOC102164200",102164200,NA,"lncRNA","chromosome","3",8941984,8947519,5536,NA,1,NA,NA,"NC_010445.4",NA
"5375","LOC106509650",106509650,NA,"lncRNA","chromosome","3",8959353,8972302,12950,NA,-1,NA,NA,"NC_010445.4",NA
