"","label","MAG","domain","phylum","class","order","family","genus","species","lowest","mag_length","completeness","log2FoldChange_diet","padj_diet","baseMean_diet","log2FoldChange_devstage","padj_devstage","baseMean_devstage","significant_diet","significant_devstage","direction_diet","direction_devstage","diet","dev_stage","metaT_diet","metaT_devstage"
"230","D300065:bin_000005","MAG164","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-485","CAG-485 sp900321585","s__CAG-485 sp900321585",2584154,0.999895517062838,3.83065569870287,0.012963016282713,103924.180534695,NA,NA,NA,"*","","AcGGM","","AcGGM","post-weaning",170.308162788538,97.7871396275862
"231","D300065:bin_000005","MAG164","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-485","CAG-485 sp900321585","s__CAG-485 sp900321585",2584154,0.999895517062838,3.83065569870287,0.012963016282713,103924.180534695,NA,NA,NA,"*","","AcGGM","","control","control",87.6072357136199,87.6072357136199
"232","TC1_40:bin_000006","MAG206","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFRY01","SFRY01 sp004562065","s__SFRY01 sp004562065",2590824,0.98919957511587,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",164.947912604757,71.3182698230071
"233","TC1_40:bin_000006","MAG206","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFRY01","SFRY01 sp004562065","s__SFRY01 sp004562065",2590824,0.98919957511587,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",164.947912604757,93.6296427817496
"234","TC1_40:bin_000006","MAG206","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFRY01","SFRY01 sp004562065","s__SFRY01 sp004562065",2590824,0.98919957511587,NA,NA,NA,NA,NA,NA,"","","","","control","control",101.060254984768,101.060254984768
"235","D300050:bin_000005","MAG069","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (2)",2770391,0.999610885250494,NA,NA,NA,-5.86115241495462,0.00923445123761861,499364.95248445,"","*","","post-weaning","AcGGM","pre-weaning",163.09934399896,59.2148246668898
"236","D300050:bin_000005","MAG069","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (2)",2770391,0.999610885250494,NA,NA,NA,-5.86115241495462,0.00923445123761861,499364.95248445,"","*","","post-weaning","AcGGM","post-weaning",163.09934399896,103.884519332071
"237","D300050:bin_000005","MAG069","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (2)",2770391,0.999610885250494,NA,NA,NA,-5.86115241495462,0.00923445123761861,499364.95248445,"","*","","post-weaning","control","control",106.090504008027,106.090504008027
"238","D300061:bin_000008","MAG135","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004561555","s__Limisoma sp004561555",2204673,0.999956909709512,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",125.564948046534,49.9462384525787
"239","D300061:bin_000008","MAG135","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004561555","s__Limisoma sp004561555",2204673,0.999956909709512,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",125.564948046534,75.6187095939551
"240","D300061:bin_000008","MAG135","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004561555","s__Limisoma sp004561555",2204673,0.999956909709512,NA,NA,NA,NA,NA,NA,"","","","","control","control",79.8409900316843,79.8409900316843
"241","TC3_40:bin_000016","MAG266","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (3)",2458576,0.970322658319287,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",153.333022058863,62.9911118827383
"242","TC3_40:bin_000016","MAG266","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (3)",2458576,0.970322658319287,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",153.333022058863,90.3419101761244
"243","TC3_40:bin_000016","MAG266","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (3)",2458576,0.970322658319287,NA,NA,NA,NA,NA,NA,"","","","","control","control",90.5753592611215,90.5753592611215
"244","D300065:bin_000006","MAG165","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01","SFTJ01 sp004557385","s__SFTJ01 sp004557385",2879989,0.999759026857394,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",142.269786075498,52.4416751878103
"245","D300065:bin_000006","MAG165","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01","SFTJ01 sp004557385","s__SFTJ01 sp004557385",2879989,0.999759026857394,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",142.269786075498,89.8281108876873
"246","D300065:bin_000006","MAG165","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01","SFTJ01 sp004557385","s__SFTJ01 sp004557385",2879989,0.999759026857394,NA,NA,NA,NA,NA,NA,"","","","","control","control",92.7585481557752,92.7585481557752
"247","D300040:bin_000007","MAG013","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004555955","s__Limisoma sp004555955",2525210,0.999166405962276,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",162.911716236615,68.5874594020697
"248","D300040:bin_000007","MAG013","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004555955","s__Limisoma sp004555955",2525210,0.999166405962276,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",162.911716236615,94.3242568345453
"249","D300040:bin_000007","MAG013","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004555955","s__Limisoma sp004555955",2525210,0.999166405962276,NA,NA,NA,NA,NA,NA,"","","","","control","control",93.0907591530362,93.0907591530362
"250","D300055:bin_000017","MAG109","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01","SFTJ01 sp004563195","s__SFTJ01 sp004563195",2740752,0.999821581814042,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",140.920031516119,56.6729306669316
"251","D300055:bin_000017","MAG109","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01","SFTJ01 sp004563195","s__SFTJ01 sp004563195",2740752,0.999821581814042,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",140.920031516119,84.247100849187
"252","D300055:bin_000017","MAG109","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01","SFTJ01 sp004563195","s__SFTJ01 sp004563195",2740752,0.999821581814042,NA,NA,NA,NA,NA,NA,"","","","","control","control",97.0597978693525,97.0597978693525
"253","D300059:bin_000012","MAG124","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01",NA,"g__SFTJ01",2752383,0.999918979299029,NA,NA,NA,-3.36895811733492,0.0452822217309369,37261.4910814502,"","*","","post-weaning","AcGGM","pre-weaning",150.45543660531,54.1601459304617
"254","D300059:bin_000012","MAG124","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01",NA,"g__SFTJ01",2752383,0.999918979299029,NA,NA,NA,-3.36895811733492,0.0452822217309369,37261.4910814502,"","*","","post-weaning","AcGGM","post-weaning",150.45543660531,96.2952906748482
"255","D300059:bin_000012","MAG124","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01",NA,"g__SFTJ01",2752383,0.999918979299029,NA,NA,NA,-3.36895811733492,0.0452822217309369,37261.4910814502,"","*","","post-weaning","control","control",96.5213377609705,96.5213377609705
"256","D300038:bin_000014","MAG006","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (1)",2886569,0.999487280574273,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",174.860398729841,72.6011411082775
"257","D300038:bin_000014","MAG006","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (1)",2886569,0.999487280574273,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",174.860398729841,102.259257621564
"258","D300038:bin_000014","MAG006","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (1)",2886569,0.999487280574273,NA,NA,NA,NA,NA,NA,"","","","","control","control",93.0574924414393,93.0574924414393
"259","D300053:bin_000011","MAG086","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","W0P31-042","W0P31-042 sp004557195","s__W0P31-042 sp004557195",2496136,0.999689920741498,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",160.713241071656,67.6666561646122
"260","D300053:bin_000011","MAG086","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","W0P31-042","W0P31-042 sp004557195","s__W0P31-042 sp004557195",2496136,0.999689920741498,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",160.713241071656,93.0465849070439
"261","D300053:bin_000011","MAG086","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","W0P31-042","W0P31-042 sp004557195","s__W0P31-042 sp004557195",2496136,0.999689920741498,NA,NA,NA,NA,NA,NA,"","","","","control","control",93.2386150728789,93.2386150728789
"262","D300040:bin_000012","MAG015","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01","CALZFJ01 sp945645715","s__CALZFJ01 sp945645715",2826958,0.999680221637534,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",180.232696724361,72.9355156848692
"263","D300040:bin_000012","MAG015","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01","CALZFJ01 sp945645715","s__CALZFJ01 sp945645715",2826958,0.999680221637534,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",180.232696724361,107.297181039492
"264","D300040:bin_000012","MAG015","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01","CALZFJ01 sp945645715","s__CALZFJ01 sp945645715",2826958,0.999680221637534,NA,NA,NA,NA,NA,NA,"","","","","control","control",99.9137810225626,99.9137810225626
"265","TC4_40:bin_000126","MAG368","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (4)",2715475,0.983332197865935,NA,NA,NA,-3.254378328121,0.0373173214604555,17973.87514543,"","*","","post-weaning","AcGGM","pre-weaning",145.772206769472,53.1981998006288
"266","TC4_40:bin_000126","MAG368","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (4)",2715475,0.983332197865935,NA,NA,NA,-3.254378328121,0.0373173214604555,17973.87514543,"","*","","post-weaning","AcGGM","post-weaning",145.772206769472,92.574006968843
"267","TC4_40:bin_000126","MAG368","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (4)",2715475,0.983332197865935,NA,NA,NA,-3.254378328121,0.0373173214604555,17973.87514543,"","*","","post-weaning","control","control",92.4581154629621,92.4581154629621
"268","D300048:bin_000001","MAG058","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004559845","s__Sodaliphilus sp004559845",2680789,0.99972918420659,NA,NA,NA,-4.68077728862305,0.00710528176001521,218621.48189064,"","*","","post-weaning","AcGGM","pre-weaning",167.234308474932,56.4702675293242
"269","D300048:bin_000001","MAG058","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004559845","s__Sodaliphilus sp004559845",2680789,0.99972918420659,NA,NA,NA,-4.68077728862305,0.00710528176001521,218621.48189064,"","*","","post-weaning","AcGGM","post-weaning",167.234308474932,110.764040945608
"270","D300048:bin_000001","MAG058","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004559845","s__Sodaliphilus sp004559845",2680789,0.99972918420659,NA,NA,NA,-4.68077728862305,0.00710528176001521,218621.48189064,"","*","","post-weaning","control","control",105.865003894717,105.865003894717
"271","D300040:bin_000008","MAG014","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004557565","s__Sodaliphilus sp004557565",2783100,0.99968883618986,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",151.952817145023,61.6639779493667
"272","D300040:bin_000008","MAG014","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004557565","s__Sodaliphilus sp004557565",2783100,0.99968883618986,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",151.952817145023,90.2888391956561
"273","D300040:bin_000008","MAG014","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004557565","s__Sodaliphilus sp004557565",2783100,0.99968883618986,NA,NA,NA,NA,NA,NA,"","","","","control","control",86.6086795811757,86.6086795811757
"274","D300061:bin_000002","MAG131","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","P3","Onthomorpha","Onthomorpha sp004551865","s__Onthomorpha sp004551865",2107227,0.99990224119186,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",143.594141470843,57.621322369249
"275","D300061:bin_000002","MAG131","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","P3","Onthomorpha","Onthomorpha sp004551865","s__Onthomorpha sp004551865",2107227,0.99990224119186,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",143.594141470843,85.9728191015935
"276","D300061:bin_000002","MAG131","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","P3","Onthomorpha","Onthomorpha sp004551865","s__Onthomorpha sp004551865",2107227,0.99990224119186,NA,NA,NA,NA,NA,NA,"","","","","control","control",91.2565569035162,91.2565569035162
"277","D300046:bin_000058","MAG057","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_F sp002287135","s__Helicobacter_F sp002287135",1174508,0.998733937955297,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",95.1163943203896,39.5178332122631
"278","D300046:bin_000058","MAG057","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_F sp002287135","s__Helicobacter_F sp002287135",1174508,0.998733937955297,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",95.1163943203896,55.5985611081265
"279","D300046:bin_000058","MAG057","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_F sp002287135","s__Helicobacter_F sp002287135",1174508,0.998733937955297,NA,NA,NA,NA,NA,NA,"","","","","control","control",46.3686275519259,46.3686275519259
"280","TC1_40:bin_000041","MAG218","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_A trogontum","s__Helicobacter_A trogontum",2430550,0.999022854909383,NA,NA,NA,5.30922134046624,0.0192796145026414,9100.73110222868,"","*","","pre-weaning","AcGGM","pre-weaning",120.810987271128,55.4358951079936
"281","TC1_40:bin_000041","MAG218","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_A trogontum","s__Helicobacter_A trogontum",2430550,0.999022854909383,NA,NA,NA,5.30922134046624,0.0192796145026414,9100.73110222868,"","*","","pre-weaning","AcGGM","post-weaning",120.810987271128,65.375092163134
"282","TC1_40:bin_000041","MAG218","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_A trogontum","s__Helicobacter_A trogontum",2430550,0.999022854909383,NA,NA,NA,5.30922134046624,0.0192796145026414,9100.73110222868,"","*","","pre-weaning","control","control",59.9649261356603,59.9649261356603
"283","TC3_40:bin_000018","MAG268","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter sp002139915","s__Campylobacter sp002139915",1691791,0.999310198481964,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",49.7338503513982,9.21311690589462
"284","TC3_40:bin_000018","MAG268","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter sp002139915","s__Campylobacter sp002139915",1691791,0.999310198481964,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",49.7338503513982,40.5207334455036
"285","TC3_40:bin_000018","MAG268","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter sp002139915","s__Campylobacter sp002139915",1691791,0.999310198481964,NA,NA,NA,NA,NA,NA,"","","","","control","control",61.63884701913,61.63884701913
"286","TC2_40:bin_000075","MAG249","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_D coli","s__Campylobacter_D coli",1499156,0.998657911518214,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",124.682018322593,56.1838782641769
"287","TC2_40:bin_000075","MAG249","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_D coli","s__Campylobacter_D coli",1499156,0.998657911518214,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",124.682018322593,68.4981400584159
"288","TC2_40:bin_000075","MAG249","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_D coli","s__Campylobacter_D coli",1499156,0.998657911518214,NA,NA,NA,NA,NA,NA,"","","","","control","control",72.1904289972729,72.1904289972729
"289","D300050:bin_000085","MAG082","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum",NA,"g__Mucispirillum",1787347,0.9569859685892,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",125.728440524728,57.3685741081989
"290","D300050:bin_000085","MAG082","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum",NA,"g__Mucispirillum",1787347,0.9569859685892,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",125.728440524728,68.3598664165286
"291","D300050:bin_000085","MAG082","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum",NA,"g__Mucispirillum",1787347,0.9569859685892,NA,NA,NA,NA,NA,NA,"","","","","control","control",69.2385996979954,69.2385996979954
"292","TC4_40:bin_000028","MAG347","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum faecigallinarum","s__Mucispirillum faecigallinarum",2239260,0.988879808508168,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",146.389043396144,64.8408822871343
"293","TC4_40:bin_000028","MAG347","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum faecigallinarum","s__Mucispirillum faecigallinarum",2239260,0.988879808508168,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",146.389043396144,81.5481611090097
"294","TC4_40:bin_000028","MAG347","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum faecigallinarum","s__Mucispirillum faecigallinarum",2239260,0.988879808508168,NA,NA,NA,NA,NA,NA,"","","","","control","control",75.1997589567172,75.1997589567172
"295","TC4_40:bin_000072","MAG352","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Basfia","Basfia_A porcinus","s__Basfia_A porcinus",2297282,0.999082829186839,4.49803625461626,0.0122227110705344,1228.99023763562,NA,NA,NA,"*","","AcGGM","","AcGGM","pre-weaning",119.218106550057,50.0625805582973
"296","TC4_40:bin_000072","MAG352","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Basfia","Basfia_A porcinus","s__Basfia_A porcinus",2297282,0.999082829186839,4.49803625461626,0.0122227110705344,1228.99023763562,NA,NA,NA,"*","","AcGGM","","AcGGM","post-weaning",119.218106550057,69.1555259917595
"297","TC4_40:bin_000072","MAG352","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Basfia","Basfia_A porcinus","s__Basfia_A porcinus",2297282,0.999082829186839,4.49803625461626,0.0122227110705344,1228.99023763562,NA,NA,NA,"*","","AcGGM","","control","control",56.7277563572111,56.7277563572111
"298","TC1_40:bin_000039","MAG217","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Actinobacillus","Actinobacillus_B aerogenes","s__Actinobacillus_B aerogenes",2183661,0.981448127708468,NA,NA,NA,4.79086543842493,0.00907781762962836,1650.40360345639,"","*","","pre-weaning","AcGGM","pre-weaning",117.995178888153,53.1676193172798
"299","TC1_40:bin_000039","MAG217","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Actinobacillus","Actinobacillus_B aerogenes","s__Actinobacillus_B aerogenes",2183661,0.981448127708468,NA,NA,NA,4.79086543842493,0.00907781762962836,1650.40360345639,"","*","","pre-weaning","AcGGM","post-weaning",117.995178888153,64.8275595708736
"300","TC1_40:bin_000039","MAG217","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Actinobacillus","Actinobacillus_B aerogenes","s__Actinobacillus_B aerogenes",2183661,0.981448127708468,NA,NA,NA,4.79086543842493,0.00907781762962836,1650.40360345639,"","*","","pre-weaning","control","control",51.6219562295836,51.6219562295836
"301","TC1_40:bin_000095","MAG231","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Actinobacillus","Actinobacillus_A porcitonsillarum","s__Actinobacillus_A porcitonsillarum",2115537,0.99934910143382,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",141.545948453026,62.4256602412601
"302","TC1_40:bin_000095","MAG231","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Actinobacillus","Actinobacillus_A porcitonsillarum","s__Actinobacillus_A porcitonsillarum",2115537,0.99934910143382,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",141.545948453026,79.1202882117656
"303","TC1_40:bin_000095","MAG231","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Actinobacillus","Actinobacillus_A porcitonsillarum","s__Actinobacillus_A porcitonsillarum",2115537,0.99934910143382,NA,NA,NA,NA,NA,NA,"","","","","control","control",64.7842280698447,64.7842280698447
"304","D300048:bin_000002","MAG059","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp003456415","s__Succinivibrio sp003456415",2449785,0.999634253618175,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",154.782976555004,67.8172535757157
"305","D300048:bin_000002","MAG059","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp003456415","s__Succinivibrio sp003456415",2449785,0.999634253618175,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",154.782976555004,86.9657229792884
"306","D300048:bin_000002","MAG059","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp003456415","s__Succinivibrio sp003456415",2449785,0.999634253618175,NA,NA,NA,NA,NA,NA,"","","","","control","control",59.4494223251069,59.4494223251069
"307","D300038:bin_000002","MAG001","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp022779845","s__Succinivibrio sp022779845",2156690,1.00356472186545,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",146.444793901181,64.602912169499
"308","D300038:bin_000002","MAG001","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp022779845","s__Succinivibrio sp022779845",2156690,1.00356472186545,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",146.444793901181,81.841881731682
"309","D300038:bin_000002","MAG001","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp022779845","s__Succinivibrio sp022779845",2156690,1.00356472186545,NA,NA,NA,NA,NA,NA,"","","","","control","control",58.550266995187,58.550266995187
"310","D300038:bin_000004","MAG002","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"g__Sutterella",3376330,0.999650804275648,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",191.806715947728,77.9688042167624
"311","D300038:bin_000004","MAG002","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"g__Sutterella",3376330,0.999650804275648,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",191.806715947728,113.837911730966
"312","D300038:bin_000004","MAG002","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"g__Sutterella",3376330,0.999650804275648,NA,NA,NA,NA,NA,NA,"","","","","control","control",114.447457468153,114.447457468153
"313","D300040:bin_000016","MAG019","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Duodenibacillus",NA,"g__Duodenibacillus",1954470,0.999487840693385,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",182.432387126245,77.5082236291996
"314","D300040:bin_000016","MAG019","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Duodenibacillus",NA,"g__Duodenibacillus",1954470,0.999487840693385,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",182.432387126245,104.924163497045
"315","D300040:bin_000016","MAG019","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Duodenibacillus",NA,"g__Duodenibacillus",1954470,0.999487840693385,NA,NA,NA,NA,NA,NA,"","","","","control","control",108.826508688055,108.826508688055
"316","TC1_40:bin_000013","MAG207","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli","s__Escherichia coli",4559779,0.999977191877062,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","pre-weaning",146.909484086889,61.7841032868676
"317","TC1_40:bin_000013","MAG207","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli","s__Escherichia coli",4559779,0.999977191877062,NA,NA,NA,NA,NA,NA,"","","","","AcGGM","post-weaning",146.909484086889,85.1253808000209
