"","contig","length"
"25576","D300063:bin_000026@contig_00021977",13154
"25577","D300063:bin_000026@contig_00022011",13177
"25578","D300063:bin_000026@contig_00022364",6454
"25579","D300063:bin_000026@contig_00023139",5422
"25580","D300063:bin_000026@contig_00023568",3439
"25581","D300063:bin_000026@contig_00023913",4758
"25582","D300063:bin_000026@contig_00023935",9194
"25583","D300063:bin_000026@contig_00024087",7850
"25584","D300063:bin_000026@contig_00024135",9388
"25585","D300063:bin_000026@contig_00024316",3292
"25586","D300063:bin_000026@contig_00024787",4298
"25587","D300063:bin_000026@contig_00024866",3839
"25588","D300063:bin_000026@contig_00024919",4607
"25589","D300063:bin_000026@contig_00024956",2662
"25590","D300063:bin_000026@contig_00024997",31418
"25591","D300063:bin_000026@contig_00025135",3562
"25592","D300063:bin_000026@contig_00025298",7623
"25593","D300063:bin_000026@contig_00026026",3701
"25594","D300063:bin_000026@contig_00026039",6894
"25595","D300063:bin_000026@contig_00026401",4620
"25596","D300063:bin_000026@contig_00026600",4150
"25597","D300063:bin_000026@contig_00026766",3300
"25598","D300063:bin_000026@contig_00026818",4957
"25599","D300063:bin_000026@contig_00027191",19068
"25600","D300063:bin_000026@contig_00027295",8936
"25601","D300063:bin_000026@contig_00027494",15067
"25602","D300063:bin_000026@contig_00027568",3083
"25603","D300063:bin_000026@contig_00027602",3021
"25604","D300063:bin_000026@contig_00028037",7744
"25605","D300063:bin_000026@contig_00028217",13406
"25606","D300063:bin_000026@contig_00028591",18478
"25607","D300063:bin_000026@contig_00028621",3052
"25608","D300063:bin_000026@contig_00029352",2828
"25609","D300063:bin_000026@contig_00029454",37657
"25610","D300063:bin_000026@contig_00029598",4049
"25611","D300063:bin_000026@contig_00030442",19406
"25612","D300063:bin_000026@contig_00030452",9165
"25613","D300063:bin_000026@contig_00030513",3849
"25614","D300063:bin_000026@contig_00030834",3892
"25615","D300063:bin_000026@contig_00030965",7416
"25616","D300063:bin_000026@contig_00031015",2932
"25617","D300063:bin_000026@contig_00031091",5992
"25618","D300063:bin_000026@contig_00031115",6047
"25619","D300063:bin_000026@contig_00031131",21360
"25620","D300063:bin_000026@contig_00031297",16829
"25621","D300063:bin_000026@contig_00031426",2619
"25622","D300063:bin_000026@contig_00031535",16961
"25623","D300063:bin_000026@contig_00031821",5031
"25624","D300063:bin_000026@contig_00032173",16497
"25625","D300063:bin_000026@contig_00032325",12742
"25626","D300063:bin_000026@contig_00032474",3052
"25627","D300063:bin_000026@contig_00032547",4632
"25628","D300063:bin_000026@contig_00032624",17578
"25629","D300063:bin_000026@contig_00032636",11080
"25630","D300063:bin_000026@contig_00033039",5516
"25631","D300063:bin_000026@contig_00033427",4185
"25632","D300063:bin_000026@contig_00033711",3462
"25633","D300063:bin_000026@contig_00034133",4969
"25634","D300063:bin_000026@contig_00034376",5973
"25635","D300063:bin_000026@contig_00034406",11623
"25636","D300063:bin_000026@contig_00034678",8769
"25637","D300063:bin_000026@contig_00034820",22839
"25638","D300063:bin_000026@contig_00035011",7772
"25639","D300063:bin_000026@contig_00035373",13235
"25640","D300063:bin_000026@contig_00035385",4645
"25641","D300063:bin_000026@contig_00035571",10823
"25642","D300063:bin_000026@contig_00035578",3793
"25643","D300063:bin_000026@contig_00035766",3719
"25644","D300063:bin_000026@contig_00035776",8787
"25645","D300063:bin_000026@contig_00035794",10916
"25646","D300063:bin_000026@contig_00035945",8782
"25647","D300063:bin_000026@contig_00035958",2644
"25648","D300063:bin_000026@contig_00036276",6421
"25649","D300063:bin_000026@contig_00036293",12147
"25650","D300063:bin_000026@contig_00036603",23886
"25651","D300063:bin_000026@contig_00036783",3954
"25652","D300063:bin_000026@contig_00036987",2722
"25653","D300063:bin_000026@contig_00037306",3651
"25654","D300063:bin_000026@contig_00037627",6605
"25655","D300063:bin_000026@contig_00037766",4080
"25656","D300063:bin_000026@contig_00037806",7132
"25657","D300063:bin_000026@contig_00038067",2636
"25658","D300063:bin_000026@contig_00038131",7802
"25659","D300063:bin_000026@contig_00038157",5692
"25660","D300063:bin_000026@contig_00038480",10687
"25661","D300063:bin_000026@contig_00038605",30325
"25662","D300063:bin_000026@contig_00038633",6501
"25663","D300063:bin_000026@contig_00038682",21382
"25664","D300063:bin_000026@contig_00038744",7202
"25665","D300063:bin_000026@contig_00039223",18512
"25666","D300063:bin_000026@contig_00039294",23387
"25667","D300063:bin_000028@contig_00000027",4001
"25668","D300063:bin_000028@contig_00000056",11470
"25669","D300063:bin_000028@contig_00000159",21322
"25670","D300063:bin_000028@contig_00000320",31586
"25671","D300063:bin_000028@contig_00000726",19590
"25672","D300063:bin_000028@contig_00000985",5531
"25673","D300063:bin_000028@contig_00001158",13586
"25674","D300063:bin_000028@contig_00001228",35062
"25675","D300063:bin_000028@contig_00001730",50272
"25676","D300063:bin_000028@contig_00002045",7209
"25677","D300063:bin_000028@contig_00002221",16626
"25678","D300063:bin_000028@contig_00002255",8935
"25679","D300063:bin_000028@contig_00002314",4121
"25680","D300063:bin_000028@contig_00002763",2781
"25681","D300063:bin_000028@contig_00002803",2805
"25682","D300063:bin_000028@contig_00003013",4690
"25683","D300063:bin_000028@contig_00003817",3811
"25684","D300063:bin_000028@contig_00004058",17155
"25685","D300063:bin_000028@contig_00004162",4761
"25686","D300063:bin_000028@contig_00004292",22041
"25687","D300063:bin_000028@contig_00004295",40021
"25688","D300063:bin_000028@contig_00004387",23114
"25689","D300063:bin_000028@contig_00005003",24786
"25690","D300063:bin_000028@contig_00005564",6672
"25691","D300063:bin_000028@contig_00005580",19301
"25692","D300063:bin_000028@contig_00005582",5079
"25693","D300063:bin_000028@contig_00005930",52123
"25694","D300063:bin_000028@contig_00006174",2506
"25695","D300063:bin_000028@contig_00006379",4087
"25696","D300063:bin_000028@contig_00006381",59384
"25697","D300063:bin_000028@contig_00006389",18923
"25698","D300063:bin_000028@contig_00006599",40498
"25699","D300063:bin_000028@contig_00006848",5470
"25700","D300063:bin_000028@contig_00007169",15388
"25701","D300063:bin_000028@contig_00007539",14451
"25702","D300063:bin_000028@contig_00007933",5307
"25703","D300063:bin_000028@contig_00007970",26732
"25704","D300063:bin_000028@contig_00008531",4880
"25705","D300063:bin_000028@contig_00008619",39217
"25706","D300063:bin_000028@contig_00008764",42164
"25707","D300063:bin_000028@contig_00008874",10552
"25708","D300063:bin_000028@contig_00009138",11648
"25709","D300063:bin_000028@contig_00009139",9307
"25710","D300063:bin_000028@contig_00009434",26250
"25711","D300063:bin_000028@contig_00009530",28746
"25712","D300063:bin_000028@contig_00010000",29539
"25713","D300063:bin_000028@contig_00010298",2300
"25714","D300063:bin_000028@contig_00010379",21086
"25715","D300063:bin_000028@contig_00010503",5666
"25716","D300063:bin_000028@contig_00011447",32271
"25717","D300063:bin_000028@contig_00011581",8754
"25718","D300063:bin_000028@contig_00011999",22917
"25719","D300063:bin_000028@contig_00012316",6700
"25720","D300063:bin_000028@contig_00012493",77784
"25721","D300063:bin_000028@contig_00012971",1543
"25722","D300063:bin_000028@contig_00013466",2196
"25723","D300063:bin_000028@contig_00013631",25016
"25724","D300063:bin_000028@contig_00013843",15093
"25725","D300063:bin_000028@contig_00014011",7257
"25726","D300063:bin_000028@contig_00014254",31411
"25727","D300063:bin_000028@contig_00014511",12135
"25728","D300063:bin_000028@contig_00014815",101365
"25729","D300063:bin_000028@contig_00015380",6835
"25730","D300063:bin_000028@contig_00015443",3768
"25731","D300063:bin_000028@contig_00015465",8684
"25732","D300063:bin_000028@contig_00015647",7207
"25733","D300063:bin_000028@contig_00015967",12078
"25734","D300063:bin_000028@contig_00016735",2689
"25735","D300063:bin_000028@contig_00017158",6841
"25736","D300063:bin_000028@contig_00017798",18254
"25737","D300063:bin_000028@contig_00017906",88487
"25738","D300063:bin_000028@contig_00017992",26970
"25739","D300063:bin_000028@contig_00018607",8048
"25740","D300063:bin_000028@contig_00019048",8479
"25741","D300063:bin_000028@contig_00019195",12257
"25742","D300063:bin_000028@contig_00019531",34283
"25743","D300063:bin_000028@contig_00019832",13556
"25744","D300063:bin_000028@contig_00020293",74086
"25745","D300063:bin_000028@contig_00020387",25696
"25746","D300063:bin_000028@contig_00020586",2960
"25747","D300063:bin_000028@contig_00020623",31019
"25748","D300063:bin_000028@contig_00020694",5021
"25749","D300063:bin_000028@contig_00020987",12629
"25750","D300063:bin_000028@contig_00021335",3079
"25751","D300063:bin_000028@contig_00021398",26957
"25752","D300063:bin_000028@contig_00021701",13473
"25753","D300063:bin_000028@contig_00021936",3619
"25754","D300063:bin_000028@contig_00022076",27584
"25755","D300063:bin_000028@contig_00022142",111206
"25756","D300063:bin_000028@contig_00022309",34826
"25757","D300063:bin_000028@contig_00022942",2413
"25758","D300063:bin_000028@contig_00023045",22199
"25759","D300063:bin_000028@contig_00023627",8405
"25760","D300063:bin_000028@contig_00023630",45468
"25761","D300063:bin_000028@contig_00023737",1703
"25762","D300063:bin_000028@contig_00023892",4135
"25763","D300063:bin_000028@contig_00024246",4368
"25764","D300063:bin_000028@contig_00024253",15627
"25765","D300063:bin_000028@contig_00024282",4298
"25766","D300063:bin_000028@contig_00024404",7525
"25767","D300063:bin_000028@contig_00024484",10351
"25768","D300063:bin_000028@contig_00025109",3043
"25769","D300063:bin_000028@contig_00025134",4771
"25770","D300063:bin_000028@contig_00025812",130796
"25771","D300063:bin_000028@contig_00025873",10755
"25772","D300063:bin_000028@contig_00026365",40282
"25773","D300063:bin_000028@contig_00026371",4741
"25774","D300063:bin_000028@contig_00026418",26229
"25775","D300063:bin_000028@contig_00027762",78092
"25776","D300063:bin_000028@contig_00027788",5190
"25777","D300063:bin_000028@contig_00028604",16058
"25778","D300063:bin_000028@contig_00029994",4556
"25779","D300063:bin_000028@contig_00031112",4691
"25780","D300063:bin_000028@contig_00031527",2299
"25781","D300063:bin_000028@contig_00031670",22137
"25782","D300063:bin_000028@contig_00032229",13905
"25783","D300063:bin_000028@contig_00032334",5591
"25784","D300063:bin_000028@contig_00032858",27111
"25785","D300063:bin_000028@contig_00032935",26147
"25786","D300063:bin_000028@contig_00033613",27278
"25787","D300063:bin_000028@contig_00033754",3714
"25788","D300063:bin_000028@contig_00034606",6068
"25789","D300063:bin_000028@contig_00034660",37949
"25790","D300063:bin_000028@contig_00036538",76104
"25791","D300063:bin_000028@contig_00036901",1603
"25792","D300063:bin_000028@contig_00037366",4969
"25793","D300063:bin_000028@contig_00039323",68281
"25794","D300063:bin_000034@contig_00000407",56202
"25795","D300063:bin_000034@contig_00000665",1936
"25796","D300063:bin_000034@contig_00000681",2031
"25797","D300063:bin_000034@contig_00001211",46545
"25798","D300063:bin_000034@contig_00002026",3821
"25799","D300063:bin_000034@contig_00002240",92037
"25800","D300063:bin_000034@contig_00002914",127527
"25801","D300063:bin_000034@contig_00002994",5198
"25802","D300063:bin_000034@contig_00003041",12362
"25803","D300063:bin_000034@contig_00003280",31346
"25804","D300063:bin_000034@contig_00004302",2273
"25805","D300063:bin_000034@contig_00004313",5098
"25806","D300063:bin_000034@contig_00004491",3988
"25807","D300063:bin_000034@contig_00004773",4003
"25808","D300063:bin_000034@contig_00005806",3616
"25809","D300063:bin_000034@contig_00005863",24831
"25810","D300063:bin_000034@contig_00007166",17628
"25811","D300063:bin_000034@contig_00007899",10140
"25812","D300063:bin_000034@contig_00008500",3187
"25813","D300063:bin_000034@contig_00008784",2567
"25814","D300063:bin_000034@contig_00008826",3989
"25815","D300063:bin_000034@contig_00010361",46538
"25816","D300063:bin_000034@contig_00010925",33137
"25817","D300063:bin_000034@contig_00011186",10694
"25818","D300063:bin_000034@contig_00011493",5597
"25819","D300063:bin_000034@contig_00011751",359312
"25820","D300063:bin_000034@contig_00011944",1688
"25821","D300063:bin_000034@contig_00012128",37677
"25822","D300063:bin_000034@contig_00012702",9589
"25823","D300063:bin_000034@contig_00013138",28591
"25824","D300063:bin_000034@contig_00013252",3254
"25825","D300063:bin_000034@contig_00013262",11660
"25826","D300063:bin_000034@contig_00013312",104800
"25827","D300063:bin_000034@contig_00013362",1864
"25828","D300063:bin_000034@contig_00013426",2581
"25829","D300063:bin_000034@contig_00013832",11406
"25830","D300063:bin_000034@contig_00014095",2187
"25831","D300063:bin_000034@contig_00014387",4867
"25832","D300063:bin_000034@contig_00014524",27190
"25833","D300063:bin_000034@contig_00014671",45573
"25834","D300063:bin_000034@contig_00014914",6143
"25835","D300063:bin_000034@contig_00016626",3632
"25836","D300063:bin_000034@contig_00016738",7059
"25837","D300063:bin_000034@contig_00017173",58291
"25838","D300063:bin_000034@contig_00017642",3651
"25839","D300063:bin_000034@contig_00018906",1660
"25840","D300063:bin_000034@contig_00019072",3279
"25841","D300063:bin_000034@contig_00019076",21424
"25842","D300063:bin_000034@contig_00019201",33900
"25843","D300063:bin_000034@contig_00019286",4582
"25844","D300063:bin_000034@contig_00019466",31238
"25845","D300063:bin_000034@contig_00019855",23710
"25846","D300063:bin_000034@contig_00020497",9886
"25847","D300063:bin_000034@contig_00020518",30471
"25848","D300063:bin_000034@contig_00021671",16947
"25849","D300063:bin_000034@contig_00022143",25119
"25850","D300063:bin_000034@contig_00022234",3070
"25851","D300063:bin_000034@contig_00022740",13969
"25852","D300063:bin_000034@contig_00022947",9314
"25853","D300063:bin_000034@contig_00023387",5932
"25854","D300063:bin_000034@contig_00023912",18440
"25855","D300063:bin_000034@contig_00025146",31821
"25856","D300063:bin_000034@contig_00025307",17760
"25857","D300063:bin_000034@contig_00025311",104131
"25858","D300063:bin_000034@contig_00025366",13884
"25859","D300063:bin_000034@contig_00025787",2017
"25860","D300063:bin_000034@contig_00025809",3333
"25861","D300063:bin_000034@contig_00026268",3311
"25862","D300063:bin_000034@contig_00026330",55856
"25863","D300063:bin_000034@contig_00026337",21156
"25864","D300063:bin_000034@contig_00026744",7853
"25865","D300063:bin_000034@contig_00026836",4100
"25866","D300063:bin_000034@contig_00027745",31115
"25867","D300063:bin_000034@contig_00027756",16753
"25868","D300063:bin_000034@contig_00029119",1862
"25869","D300063:bin_000034@contig_00029244",3995
"25870","D300063:bin_000034@contig_00029300",115317
"25871","D300063:bin_000034@contig_00030142",30713
"25872","D300063:bin_000034@contig_00030572",9900
"25873","D300063:bin_000034@contig_00031357",3746
"25874","D300063:bin_000034@contig_00031627",6582
"25875","D300063:bin_000034@contig_00033467",2756
"25876","D300063:bin_000034@contig_00034037",115014
"25877","D300063:bin_000034@contig_00034400",4005
"25878","D300063:bin_000034@contig_00034956",15319
"25879","D300063:bin_000034@contig_00035036",9347
"25880","D300063:bin_000034@contig_00035439",27998
"25881","D300063:bin_000034@contig_00035833",27813
"25882","D300063:bin_000034@contig_00036186",18634
"25883","D300063:bin_000034@contig_00036349",58266
"25884","D300063:bin_000034@contig_00036730",27245
"25885","D300063:bin_000034@contig_00036860",10127
"25886","D300063:bin_000034@contig_00037011",1503
"25887","D300063:bin_000034@contig_00037049",7909
"25888","D300063:bin_000034@contig_00037212",23203
"25889","D300063:bin_000034@contig_00037213",68827
"25890","D300063:bin_000034@contig_00037791",2844
"25891","D300063:bin_000034@contig_00038180",70558
"25892","D300063:bin_000034@contig_00038265",12136
"25893","D300063:bin_000034@contig_00038312",33426
"25894","D300063:bin_000034@contig_00038343",2591
"25895","D300063:bin_000034@contig_00038501",14540
"25896","D300063:bin_000042@contig_00000064",20615
"25897","D300063:bin_000042@contig_00000114",3757
"25898","D300063:bin_000042@contig_00000221",6952
"25899","D300063:bin_000042@contig_00000331",11556
"25900","D300063:bin_000042@contig_00000562",11134
"25901","D300063:bin_000042@contig_00000588",4914
"25902","D300063:bin_000042@contig_00000657",6225
"25903","D300063:bin_000042@contig_00000734",9216
"25904","D300063:bin_000042@contig_00000888",12150
"25905","D300063:bin_000042@contig_00000949",16968
"25906","D300063:bin_000042@contig_00000962",5277
"25907","D300063:bin_000042@contig_00001041",4624
"25908","D300063:bin_000042@contig_00001168",33086
"25909","D300063:bin_000042@contig_00001206",6554
"25910","D300063:bin_000042@contig_00001322",5754
"25911","D300063:bin_000042@contig_00001367",24829
"25912","D300063:bin_000042@contig_00001434",10027
"25913","D300063:bin_000042@contig_00001477",9751
"25914","D300063:bin_000042@contig_00001551",5393
"25915","D300063:bin_000042@contig_00001647",4618
"25916","D300063:bin_000042@contig_00001777",6149
"25917","D300063:bin_000042@contig_00001789",12774
"25918","D300063:bin_000042@contig_00001792",3258
"25919","D300063:bin_000042@contig_00001872",7645
"25920","D300063:bin_000042@contig_00001952",40747
"25921","D300063:bin_000042@contig_00002081",6696
"25922","D300063:bin_000042@contig_00002096",2330
"25923","D300063:bin_000042@contig_00002211",2198
"25924","D300063:bin_000042@contig_00002222",3046
"25925","D300063:bin_000042@contig_00002345",7855
"25926","D300063:bin_000042@contig_00002395",2187
"25927","D300063:bin_000042@contig_00002491",6142
"25928","D300063:bin_000042@contig_00002605",4360
"25929","D300063:bin_000042@contig_00002626",3187
"25930","D300063:bin_000042@contig_00002683",4044
"25931","D300063:bin_000042@contig_00002714",3492
"25932","D300063:bin_000042@contig_00002880",2920
"25933","D300063:bin_000042@contig_00002889",2395
"25934","D300063:bin_000042@contig_00002976",13567
"25935","D300063:bin_000042@contig_00003048",28255
"25936","D300063:bin_000042@contig_00003140",33760
"25937","D300063:bin_000042@contig_00003508",26916
"25938","D300063:bin_000042@contig_00003549",5766
"25939","D300063:bin_000042@contig_00003616",23812
"25940","D300063:bin_000042@contig_00003632",9492
"25941","D300063:bin_000042@contig_00003681",2356
"25942","D300063:bin_000042@contig_00003706",3009
"25943","D300063:bin_000042@contig_00003760",4016
"25944","D300063:bin_000042@contig_00003888",30685
"25945","D300063:bin_000042@contig_00004070",5241
"25946","D300063:bin_000042@contig_00004159",6739
"25947","D300063:bin_000042@contig_00004188",2212
"25948","D300063:bin_000042@contig_00004258",53841
"25949","D300063:bin_000042@contig_00004290",11695
"25950","D300063:bin_000042@contig_00004360",3884
"25951","D300063:bin_000042@contig_00004551",2657
"25952","D300063:bin_000042@contig_00004586",19407
"25953","D300063:bin_000042@contig_00004661",14850
"25954","D300063:bin_000042@contig_00004687",4191
"25955","D300063:bin_000042@contig_00004857",3403
"25956","D300063:bin_000042@contig_00004873",11799
"25957","D300063:bin_000042@contig_00004954",4484
"25958","D300063:bin_000042@contig_00005119",3781
"25959","D300063:bin_000042@contig_00005390",2244
"25960","D300063:bin_000042@contig_00005407",9749
"25961","D300063:bin_000042@contig_00005526",40913
"25962","D300063:bin_000042@contig_00005761",23565
"25963","D300063:bin_000042@contig_00005768",14047
"25964","D300063:bin_000042@contig_00005849",2228
"25965","D300063:bin_000042@contig_00005885",26755
"25966","D300063:bin_000042@contig_00005900",23374
"25967","D300063:bin_000042@contig_00006040",11692
"25968","D300063:bin_000042@contig_00006084",12236
"25969","D300063:bin_000042@contig_00006124",2233
"25970","D300063:bin_000042@contig_00006240",8158
"25971","D300063:bin_000042@contig_00006494",4162
"25972","D300063:bin_000042@contig_00006522",5496
"25973","D300063:bin_000042@contig_00006535",6447
"25974","D300063:bin_000042@contig_00006569",14854
"25975","D300063:bin_000042@contig_00006705",10716
"25976","D300063:bin_000042@contig_00006755",7706
"25977","D300063:bin_000042@contig_00006812",22772
"25978","D300063:bin_000042@contig_00006977",5123
"25979","D300063:bin_000042@contig_00006999",6508
"25980","D300063:bin_000042@contig_00007146",4146
"25981","D300063:bin_000042@contig_00007172",11030
"25982","D300063:bin_000042@contig_00007191",16038
"25983","D300063:bin_000042@contig_00007211",4250
"25984","D300063:bin_000042@contig_00007232",3905
"25985","D300063:bin_000042@contig_00007901",8650
"25986","D300063:bin_000042@contig_00008027",10820
"25987","D300063:bin_000042@contig_00008151",6683
"25988","D300063:bin_000042@contig_00008221",12807
"25989","D300063:bin_000042@contig_00008240",15759
"25990","D300063:bin_000042@contig_00008410",10424
"25991","D300063:bin_000042@contig_00008498",26708
"25992","D300063:bin_000042@contig_00008724",2600
"25993","D300063:bin_000042@contig_00008769",7064
"25994","D300063:bin_000042@contig_00008869",10211
"25995","D300063:bin_000042@contig_00008910",7073
"25996","D300063:bin_000042@contig_00008927",36188
"25997","D300063:bin_000042@contig_00008983",7749
"25998","D300063:bin_000042@contig_00008992",2408
"25999","D300063:bin_000042@contig_00009016",71185
"26000","D300063:bin_000042@contig_00009125",4596
"26001","D300063:bin_000042@contig_00009208",4283
"26002","D300063:bin_000042@contig_00009224",28179
"26003","D300063:bin_000042@contig_00009368",4947
"26004","D300063:bin_000042@contig_00009424",6258
"26005","D300063:bin_000042@contig_00009519",1998
"26006","D300063:bin_000042@contig_00009561",5780
"26007","D300063:bin_000042@contig_00009596",9419
"26008","D300063:bin_000042@contig_00009717",4684
"26009","D300063:bin_000042@contig_00009800",4202
"26010","D300063:bin_000042@contig_00009868",3245
"26011","D300063:bin_000042@contig_00009898",6338
"26012","D300063:bin_000042@contig_00009967",6656
"26013","D300063:bin_000042@contig_00009993",6607
"26014","D300063:bin_000042@contig_00010240",1532
"26015","D300063:bin_000042@contig_00010248",5931
"26016","D300063:bin_000042@contig_00010449",11741
"26017","D300063:bin_000042@contig_00010493",14587
"26018","D300063:bin_000042@contig_00010551",13303
"26019","D300063:bin_000042@contig_00010562",5519
"26020","D300063:bin_000042@contig_00010578",19855
"26021","D300063:bin_000042@contig_00010633",12027
"26022","D300063:bin_000042@contig_00010704",7699
"26023","D300063:bin_000042@contig_00010727",5632
"26024","D300063:bin_000042@contig_00011097",1898
"26025","D300063:bin_000042@contig_00011168",2328
"26026","D300063:bin_000042@contig_00011297",3841
"26027","D300063:bin_000042@contig_00011376",22399
"26028","D300063:bin_000042@contig_00011630",13390
"26029","D300063:bin_000042@contig_00011825",26661
"26030","D300063:bin_000042@contig_00011877",3377
"26031","D300063:bin_000042@contig_00012009",8643
"26032","D300063:bin_000042@contig_00012152",30400
"26033","D300063:bin_000042@contig_00012292",1848
"26034","D300063:bin_000042@contig_00012320",29959
"26035","D300063:bin_000042@contig_00012388",3515
"26036","D300063:bin_000042@contig_00012392",2055
"26037","D300063:bin_000042@contig_00012679",2948
"26038","D300063:bin_000042@contig_00012730",8782
"26039","D300063:bin_000042@contig_00012738",3555
"26040","D300063:bin_000042@contig_00012770",12227
"26041","D300063:bin_000042@contig_00012793",1713
"26042","D300063:bin_000042@contig_00012891",19559
"26043","D300063:bin_000042@contig_00013060",10879
"26044","D300063:bin_000042@contig_00013074",1537
"26045","D300063:bin_000042@contig_00013114",1799
"26046","D300063:bin_000042@contig_00013191",9688
"26047","D300063:bin_000042@contig_00013350",4935
"26048","D300063:bin_000042@contig_00013501",7069
"26049","D300063:bin_000042@contig_00013522",3189
"26050","D300063:bin_000042@contig_00013539",7452
"26051","D300063:bin_000042@contig_00013809",21687
"26052","D300063:bin_000042@contig_00013817",1657
"26053","D300063:bin_000042@contig_00013889",1830
"26054","D300063:bin_000042@contig_00013970",10130
"26055","D300063:bin_000042@contig_00014004",2777
"26056","D300063:bin_000042@contig_00014130",11578
"26057","D300063:bin_000042@contig_00014160",5250
"26058","D300063:bin_000042@contig_00014221",2587
"26059","D300063:bin_000042@contig_00014259",15747
"26060","D300063:bin_000042@contig_00014272",8951
"26061","D300063:bin_000042@contig_00014278",1908
"26062","D300063:bin_000042@contig_00014473",7928
"26063","D300063:bin_000042@contig_00014544",2161
"26064","D300063:bin_000042@contig_00014721",6487
"26065","D300063:bin_000042@contig_00015015",1713
"26066","D300063:bin_000042@contig_00015240",1696
"26067","D300063:bin_000042@contig_00015694",11331
"26068","D300063:bin_000042@contig_00015701",16292
"26069","D300063:bin_000042@contig_00015784",1971
"26070","D300063:bin_000042@contig_00015914",3988
"26071","D300063:bin_000042@contig_00015972",30647
"26072","D300063:bin_000042@contig_00016015",16664
"26073","D300063:bin_000042@contig_00016072",2048
"26074","D300063:bin_000042@contig_00016101",5323
"26075","D300063:bin_000042@contig_00016187",4952
"26076","D300063:bin_000042@contig_00016243",2921
"26077","D300063:bin_000042@contig_00016428",31268
"26078","D300063:bin_000042@contig_00016531",2549
"26079","D300063:bin_000042@contig_00016535",2107
"26080","D300063:bin_000042@contig_00016701",7132
"26081","D300063:bin_000042@contig_00016951",1863
"26082","D300063:bin_000042@contig_00017078",2355
"26083","D300063:bin_000042@contig_00017366",12633
"26084","D300063:bin_000042@contig_00017408",2613
"26085","D300063:bin_000042@contig_00017763",1827
"26086","D300063:bin_000042@contig_00017884",5591
"26087","D300063:bin_000042@contig_00017978",24924
"26088","D300063:bin_000042@contig_00018070",1790
"26089","D300063:bin_000042@contig_00018147",31078
"26090","D300063:bin_000042@contig_00018265",12199
"26091","D300063:bin_000042@contig_00018390",2099
"26092","D300063:bin_000042@contig_00018451",11780
"26093","D300063:bin_000042@contig_00018564",25317
"26094","D300063:bin_000042@contig_00019385",4383
"26095","D300063:bin_000042@contig_00019467",4966
"26096","D300063:bin_000042@contig_00019606",10651
"26097","D300063:bin_000042@contig_00019643",12331
"26098","D300063:bin_000042@contig_00019649",4853
"26099","D300063:bin_000042@contig_00020137",4715
"26100","D300063:bin_000042@contig_00020224",5987
"26101","D300063:bin_000042@contig_00020228",7953
"26102","D300063:bin_000042@contig_00020242",16499
"26103","D300063:bin_000042@contig_00020247",7020
"26104","D300063:bin_000042@contig_00020259",17215
"26105","D300063:bin_000042@contig_00020429",3423
"26106","D300063:bin_000042@contig_00020576",1770
"26107","D300063:bin_000042@contig_00020745",3554
"26108","D300063:bin_000042@contig_00021090",5079
"26109","D300063:bin_000042@contig_00021307",4696
"26110","D300063:bin_000042@contig_00021367",29765
"26111","D300063:bin_000042@contig_00021523",7443
"26112","D300063:bin_000042@contig_00021787",1652
"26113","D300063:bin_000042@contig_00022217",3915
"26114","D300063:bin_000042@contig_00022250",2995
"26115","D300063:bin_000042@contig_00022650",9127
"26116","D300063:bin_000042@contig_00022833",16764
"26117","D300063:bin_000042@contig_00022879",31275
"26118","D300063:bin_000042@contig_00023060",13702
"26119","D300063:bin_000042@contig_00023482",21273
"26120","D300063:bin_000042@contig_00023596",18655
"26121","D300063:bin_000042@contig_00023661",1756
"26122","D300063:bin_000042@contig_00023840",5014
"26123","D300063:bin_000042@contig_00023872",4081
"26124","D300063:bin_000042@contig_00024703",1780
"26125","D300063:bin_000042@contig_00024765",12057
"26126","D300063:bin_000042@contig_00024892",8146
"26127","D300063:bin_000042@contig_00024949",14796
"26128","D300063:bin_000042@contig_00025026",2958
"26129","D300063:bin_000042@contig_00025245",8706
"26130","D300063:bin_000042@contig_00025715",2299
"26131","D300063:bin_000042@contig_00025806",25210
"26132","D300063:bin_000042@contig_00025836",10431
"26133","D300063:bin_000042@contig_00026080",11933
"26134","D300063:bin_000042@contig_00026773",6001
"26135","D300063:bin_000042@contig_00026868",8985
"26136","D300063:bin_000042@contig_00027170",2423
"26137","D300063:bin_000042@contig_00027368",16467
"26138","D300063:bin_000042@contig_00027557",2526
"26139","D300063:bin_000042@contig_00027635",6632
"26140","D300063:bin_000042@contig_00027652",2679
"26141","D300063:bin_000042@contig_00027695",2671
"26142","D300063:bin_000042@contig_00028285",12230
"26143","D300063:bin_000042@contig_00028492",31491
"26144","D300063:bin_000042@contig_00028666",13046
"26145","D300063:bin_000042@contig_00028966",2182
"26146","D300063:bin_000042@contig_00029009",6820
"26147","D300063:bin_000042@contig_00029110",2012
"26148","D300063:bin_000042@contig_00029189",2012
"26149","D300063:bin_000042@contig_00029728",6061
"26150","D300063:bin_000042@contig_00029779",14609
"26151","D300063:bin_000042@contig_00029785",1839
"26152","D300063:bin_000042@contig_00030404",5227
"26153","D300063:bin_000042@contig_00030519",17294
"26154","D300063:bin_000042@contig_00030912",2363
"26155","D300063:bin_000042@contig_00030964",7136
"26156","D300063:bin_000042@contig_00031010",1901
"26157","D300063:bin_000042@contig_00031335",5445
"26158","D300063:bin_000042@contig_00031549",2202
