"","old_MAG","taxonomy","ani","reference","domain","phylum","class","order","family","genus","species","lowest"
"208","D300044:bin_000011","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp018383375",98.25,"GCA_018383375.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp018383375","s__Alloprevotella sp018383375"
"209","D300044:bin_000012","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__UBA636 sp002299675",98.52,"GCA_002299675.1","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","UBA636","UBA636 sp002299675","s__UBA636 sp002299675"
"210","D300044:bin_000013","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans",97.18,"GCF_015557635.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans","s__Fusicatenibacter saccharivorans"
"211","D300044:bin_000014","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","RF16",NA,"g__RF16"
"212","D300044:bin_000015","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis",98.31,"GCA_004000625.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger","Gemmiger qucibialis","s__Gemmiger qucibialis"
"213","D300044:bin_000016","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975",96.8,"GCF_019052365.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp000434975","s__Prevotella sp000434975"
"214","D300044:bin_000017","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Angelakisella",NA,"g__Angelakisella"
"215","D300044:bin_000018","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp016293365",98.96,"GCA_016293365.1","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","Bulleidia sp016293365","s__Bulleidia sp016293365"
"216","D300044:bin_000019","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Zag111",NA,"g__Zag111"
"217","D300044:bin_000020","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__W3P20-009 sp900766825",98.95,"GCA_900766825.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","W3P20-009","W3P20-009","W3P20-009 sp900766825","s__W3P20-009 sp900766825"
"218","D300044:bin_000021","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004555055",97.67,"GCA_004555055.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004555055","s__Alloprevotella sp004555055"
"219","D300044:bin_000022","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp004552725",97.75,"GCA_004552725.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp004552725","s__CAG-873 sp004552725"
"220","D300044:bin_000023","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp004553095",98.31,"GCA_004553095.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-485","CAG-485 sp004553095","s__CAG-485 sp004553095"
"221","D300044:bin_000024","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp004555955",97.92,"GCA_004555955.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004555955","s__Limisoma sp004555955"
"222","D300044:bin_000025","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900766785",97.55,"GCA_900766785.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA4372","UBA4372 sp900766785","s__UBA4372 sp900766785"
"223","D300044:bin_000026","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp004561545",98.88,"GCA_004561545.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger","Gemmiger sp004561545","s__Gemmiger sp004561545"
"224","D300044:bin_000027","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA,"g__Gemmiger"
"225","D300044:bin_000028","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Butyribacter",NA,"g__Butyribacter"
"226","D300044:bin_000029","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","COE1",NA,"g__COE1"
"227","D300044:bin_000030","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas",NA,NA,"Bacteria","Bacillota","Bacilli","RFN20","CAG-826","Enteromonas",NA,"g__Enteromonas"
"228","D300044:bin_000031","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp022774485",98.28,"GCA_022774485.1","Bacteria","Bacillota","Bacilli","RFN20","CAG-288","Enterosoma","Enterosoma sp022774485","s__Enterosoma sp022774485"
"229","D300044:bin_000032","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004556065",97.8,"GCA_021531755.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp004556065","s__Prevotella sp004556065"
"230","D300044:bin_000033","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp022779165",98.53,"GCA_022779165.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","VSOB01","VSOB01 sp022779165","s__VSOB01 sp022779165"
"231","D300044:bin_000034","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","NC2004",NA,"g__NC2004"
"232","D300044:bin_000035","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11957;s__UBA11957 sp016301965",98.94,"GCA_016301965.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","UBA11957","UBA11957 sp016301965","s__UBA11957 sp016301965"
"233","D300044:bin_000036","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp900543055",99.03,"GCA_900543055.1","Bacteria","Bacillota","Bacilli","RF39","UBA660","UBA3789","UBA3789 sp900543055","s__UBA3789 sp900543055"
"234","D300044:bin_000037","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663",NA,NA,"Bacteria","Bacillota","Clostridia","TANB77","CAG-508","UMGS1663",NA,"g__UMGS1663"
"235","D300044:bin_000038","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Choladousia",NA,"g__Choladousia"
"236","D300044:bin_000039","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella",NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"g__Sutterella"
"237","D300044:bin_000040","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01;s__CALZFJ01 sp945645715",98.02,"GCA_945645715.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01","CALZFJ01 sp945645715","s__CALZFJ01 sp945645715"
"238","D300044:bin_000041","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017",NA,"g__W0P33-017"
"239","D300044:bin_000042","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp022779845",98.78,"GCA_022779845.1","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp022779845","s__Succinivibrio sp022779845"
"240","D300044:bin_000043","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01"
"241","D300044:bin_000044","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004552115",97.56,"GCA_004552115.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004552115","s__Cryptobacteroides sp004552115"
"242","D300044:bin_000045","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552675",95.81,"GCA_900552675.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp900552675","s__Prevotella sp900552675"
"243","D300044:bin_000046","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp004562445",97.46,"GCA_021531775.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides sp004562445","s__Parabacteroides sp004562445"
"244","D300044:bin_000047","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFRY01;s__SFRY01 sp004562065",99.02,"GCA_016292745.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFRY01","SFRY01 sp004562065","s__SFRY01 sp004562065"
"245","D300044:bin_000048","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533 sp000434495",95.78,"GCA_900547775.1","Bacteria","Bacillota","Bacilli","RF39","UBA660","CAG-533","CAG-533 sp000434495","s__CAG-533 sp000434495"
"246","D300044:bin_000049","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter",NA,"g__Agathobacter"
"247","D300044:bin_000050","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFTJ01;s__SFTJ01 sp004563195",97.42,"GCA_004563195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFTJ01","SFTJ01 sp004563195","s__SFTJ01 sp004563195"
"248","D300044:bin_000051","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A",96.03,"GCF_002224675.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella copri","s__Prevotella copri_A"
"249","D300044:bin_000052","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__W0P33-017 sp022768825",98.24,"GCA_022768825.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017","W0P33-017 sp022768825","s__W0P33-017 sp022768825"
"250","D300044:bin_000053","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter",NA,"g__Agathobacter"
"251","D300044:bin_000054","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola sp004555535",98.19,"GCA_004555535.1","Bacteria","Bacillota","Clostridia","Christensenellales","CAG-74","Ventricola","Ventricola sp004555535","s__Ventricola sp004555535"
"252","D300044:bin_000055","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp945868435",97.98,"GCA_945868435.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter sp945868435","s__Agathobacter sp945868435"
"253","D300044:bin_000056","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus",96.39,"GCF_002706375.1","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus amylovorus","s__Lactobacillus amylovorus"
"254","D300044:bin_000057","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus",97.15,"GCF_018987235.1","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus","s__Lactobacillus crispatus"
"255","D300044:bin_000058","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp022771245",97.7,"GCA_022771245.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp022771245","s__Cryptobacteroides sp022771245"
"256","D300044:bin_000059","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251365",98.4,"GCF_002251365.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp002251365","s__Prevotella sp002251365"
"257","D300044:bin_000060","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","COE1",NA,"g__COE1"
"258","D300044:bin_000061","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002299275",98.86,"GCA_945875635.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp002299275","s__Prevotella sp002299275"
"259","D300044:bin_000062","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552155",95.75,"GCA_004552155.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004552155","s__Alloprevotella sp004552155"
"260","D300044:bin_000063","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552195",98.3,"GCA_004552195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004552195","s__Alloprevotella sp004552195"
"261","D300044:bin_000064","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900766945",95.27,"GCA_900766945.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Fimenecus","Fimenecus sp900766945","s__Fimenecus sp900766945"
"262","D300044:bin_000065","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp022785155",98.07,"GCA_022785155.1","Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","Ornithospirochaeta","Ornithospirochaeta sp022785155","s__Ornithospirochaeta sp022785155"
"263","D300044:bin_000066","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta",NA,NA,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","Ornithospirochaeta",NA,"g__Ornithospirochaeta"
"264","D300044:bin_000068","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio",NA,NA,"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio",NA,"g__Anaerovibrio"
"265","D300044:bin_000069","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA,"g__Ruminococcus"
"266","D300044:bin_000070","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__W0P31-042;s__W0P31-042 sp004557195",97.48,"GCA_004557195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","W0P31-042","W0P31-042 sp004557195","s__W0P31-042 sp004557195"
"267","D300044:bin_000071","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta",NA,NA,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","Ornithospirochaeta",NA,"g__Ornithospirochaeta"
"268","D300044:bin_000072","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella",NA,"g__Prevotella"
"269","D300044:bin_000073","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-590",NA,"g__CAG-590"
"270","D300044:bin_000074","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella",NA,"g__Prevotella"
"271","D300046:bin_000001","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","CAG-353",NA,"g__CAG-353"
"272","D300046:bin_000002","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004559845",97.77,"GCA_004559845.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004559845","s__Sodaliphilus sp004559845"
"273","D300046:bin_000003","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis_C",97.15,"GCA_021531385.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis","s__Parabacteroides distasonis_C"
"274","D300046:bin_000004","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminiclostridium",NA,"g__Ruminiclostridium_E"
"275","D300046:bin_000005","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp945873955",98,"GCA_945873955.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","CAG-115","CAG-115 sp945873955","s__CAG-115 sp945873955"
"276","D300046:bin_000006","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004556065",97.83,"GCA_021531755.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp004556065","s__Prevotella sp004556065"
"277","D300046:bin_000007","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548195",96.25,"GCA_900548195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp900548195","s__Prevotella sp900548195"
"278","D300046:bin_000008","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp022772725",97.51,"GCA_022772725.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Eubacterium","Eubacterium_R sp022772725","s__Eubacterium_R sp022772725"
"279","D300046:bin_000009","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A",96.23,"GCF_002224675.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella copri","s__Prevotella copri_A"
"280","D300046:bin_000010","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Avigastranaerophilus",NA,"g__Avigastranaerophilus"
"281","D300046:bin_000011","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp022769325",98.45,"GCA_022769325.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eubacterium","Eubacterium_F sp022769325","s__Eubacterium_F sp022769325"
"282","D300046:bin_000012","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Aphodosoma;s__Aphodosoma sp016292775",98.09,"GCA_016292775.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Aphodosoma","Aphodosoma sp016292775","s__Aphodosoma sp016292775"
"283","D300046:bin_000013","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JALFVM01",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","JALFVM01",NA,"g__JALFVM01"
"284","D300046:bin_000014","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp004552725",97.9,"GCA_004552725.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","CAG-873 sp004552725","s__CAG-873 sp004552725"
"285","D300046:bin_000015","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900766785",97.76,"GCA_900766785.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA4372","UBA4372 sp900766785","s__UBA4372 sp900766785"
"286","D300046:bin_000016","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Zag111",NA,"g__Zag111"
"287","D300046:bin_000017","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__MGBC114079",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","CAG-274","MGBC114079",NA,"g__MGBC114079"
"288","D300046:bin_000018","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis",98.9,"GCF_009695995.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor","Acetatifactor intestinalis","s__Acetatifactor intestinalis"
"289","D300046:bin_000019","d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381",NA,NA,"Bacteria","Bacillota","Clostridia","UBA1381","UBA1381",NA,NA,"f__UBA1381"
"290","D300046:bin_000020","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004555055",97.77,"GCA_004555055.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004555055","s__Alloprevotella sp004555055"
"291","D300046:bin_000021","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp004561775",97.8,"GCA_004561775.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Egerieousia","Egerieousia sp004561775","s__Egerieousia sp004561775"
"292","D300046:bin_000022","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CAG-882",NA,"g__CAG-882"
"293","D300046:bin_000023","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira",NA,"g__Lachnospira"
"294","D300046:bin_000024","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","UBA3282",NA,"g__UBA3282"
"295","D300046:bin_000026","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp001940895",98.37,"GCA_001940895.1","Bacteria","Bacillota","Clostridia","Christensenellales","CAG-917","CAG-349","CAG-349 sp001940895","s__CAG-349 sp001940895"
